ticks,pid,priority,pticks
1673,6,3,359
1674,6,3,360
1675,6,3,361
1676,6,3,362
1677,6,3,363
1678,6,3,364
1679,6,3,365
1680,6,3,366
1681,6,3,367
1682,6,3,368
1683,6,3,369
1684,6,3,370
1685,6,3,371
1686,6,3,372
1687,6,3,373
1688,6,3,374
1689,6,3,375
1690,6,3,376
1691,6,3,377
1692,6,3,378
1693,6,3,379
1694,6,3,380
1695,6,3,381
1696,6,3,382
1697,6,3,383
1698,6,3,384
1699,6,3,385
1700,6,3,386
1701,6,3,387
1702,6,3,388
1703,6,3,389
1704,6,3,390
1705,6,3,391
1706,6,3,392
1707,6,3,393
1708,6,3,394
1709,6,3,395
1710,6,3,396
1711,6,3,397
1712,6,3,398
1713,6,3,399
1714,4,3,300
1715,4,3,301
1716,4,3,302
1717,4,3,303
1718,4,3,304
1719,4,3,305
1720,4,3,306
1721,4,3,307
1722,4,3,308
1723,4,3,309
1724,4,3,310
1725,4,3,311
1726,4,3,312
1727,4,3,313
1728,4,3,314
1729,5,3,360
1730,5,3,361
1731,5,3,362
1732,5,3,363
1733,5,3,364
1734,5,3,365
1735,5,3,366
1736,5,3,367
1737,5,3,368
1738,5,3,369
1739,5,3,370
1740,5,3,371
1741,5,3,372
1742,5,3,373
1743,5,3,374
1744,5,3,375
1745,5,3,376
1746,5,3,377
1747,5,3,378
1748,5,3,379
1749,6,3,400
1750,6,3,401
1751,6,3,402
1752,6,3,403
1753,6,3,404
1754,6,3,405
1755,6,3,406
1756,6,3,407
1757,6,3,408
1758,6,3,409
1759,6,3,410
1760,6,3,411
1761,6,3,412
1762,6,3,413
1763,6,3,414
1764,4,3,315
1765,4,3,316
1766,4,3,317
1767,4,3,318
1768,4,3,319
1769,5,3,380
1770,5,3,381
1771,5,3,382
1772,5,3,383
1773,5,3,384
1774,5,3,385
1775,5,3,386
1776,5,3,387
1777,5,3,388
1778,5,3,389
1779,5,3,390
1780,5,3,391
1781,5,3,392
1782,5,3,393
1783,5,3,394
1784,5,3,395
1785,5,3,396
1786,5,3,397
1787,5,3,398
1788,5,3,399
1789,6,3,415
1790,6,3,416
1791,6,3,417
1792,6,3,418
1793,6,3,419
1794,4,3,320
1795,4,3,321
1796,4,3,322
1797,4,3,323
1798,4,3,324
1799,4,3,325
1800,4,3,326
1801,5,3,400
1802,5,3,401
1803,5,3,402
1804,5,3,403
1805,5,3,404
1806,5,3,405
1807,5,3,406
1808,5,3,407
1809,5,3,408
1810,5,3,409
1811,5,3,410
1812,5,3,411
1813,5,3,412
1814,5,3,413
1815,5,3,414
1816,5,3,415
1817,5,3,416
1818,5,3,417
1819,5,3,418
1820,5,3,419
1821,6,3,420
1822,6,3,421
1823,6,3,422
1824,6,3,423
1825,6,3,424
1826,6,3,425
1827,6,3,426
1828,6,3,427
1829,6,3,428
1830,6,3,429
1831,6,3,430
1832,6,3,431
1833,6,3,432
1834,6,3,433
1835,6,3,434
1836,4,3,327
1837,4,3,328
1838,4,3,329
1839,4,3,330
1840,4,3,331
1841,4,3,332
1842,4,3,333
1843,4,3,334
1844,4,3,335
1845,4,3,336
1846,4,3,337
1847,4,3,338
1848,4,3,339
1849,5,3,420
1850,5,3,421
1851,5,3,422
1852,5,3,423
1853,5,3,424
1854,5,3,425
1855,5,3,426
1856,5,3,427
1857,5,3,428
1858,5,3,429
1859,5,3,430
1860,5,3,431
1861,5,3,432
1862,5,3,433
1863,5,3,434
1864,5,3,435
1865,5,3,436
1866,5,3,437
1867,5,3,438
1868,5,3,439
1869,6,3,435
1870,6,3,436
1871,6,3,437
1872,4,3,340
1873,4,3,341
1874,4,3,342
1875,4,3,343
1876,4,3,344
1877,4,3,345
1878,4,3,346
1879,4,3,347
1880,4,3,348
1881,4,3,349
1882,4,3,350
1883,4,3,351
1884,4,3,352
1885,4,3,353
1886,4,3,354
1887,4,3,355
1888,4,3,356
1889,4,3,357
1890,4,3,358
1891,4,3,359
1892,5,3,440
1893,5,3,441
1894,5,3,442
1895,5,3,443
1896,5,3,444
1897,5,3,445
1898,5,3,446
1899,5,3,447
1900,5,3,448
1901,5,3,449
1902,5,3,450
1903,5,3,451
1904,5,3,452
1905,5,3,453
1906,6,3,438
1907,6,3,439
1908,4,3,360
1909,4,3,361
1910,4,3,362
1911,4,3,363
1912,4,3,364
1913,4,3,365
1914,4,3,366
1915,4,3,367
1916,4,3,368
1917,4,3,369
1918,4,3,370
1919,4,3,371
1920,4,3,372
1921,4,3,373
1922,4,3,374
1923,4,3,375
1924,4,3,376
1925,4,3,377
1926,4,3,378
1927,4,3,379
1928,4,3,380
1929,4,3,381
1930,4,3,382
1931,4,3,383
1932,4,3,384
1933,4,3,385
1934,4,3,386
1935,4,3,387
1936,4,3,388
1937,4,3,389
1938,4,3,390
1939,4,3,391
1940,4,3,392
1941,4,3,393
1942,4,3,394
1943,4,3,395
1944,4,3,396
1945,4,3,397
1946,4,3,398
1947,4,3,399
1948,6,3,440
1949,6,3,441
1950,6,3,442
1951,6,3,443
1952,6,3,444
1953,6,3,445
1954,6,3,446
1955,6,3,447
1956,6,3,448
1957,6,3,449
1958,6,3,450
1959,6,3,451
1960,6,3,452
1961,6,3,453
1962,4,3,400
1963,4,3,401
1964,4,3,402
1965,4,3,403
1966,4,3,404
1967,4,3,405
1968,4,3,406
1969,4,3,407
1970,4,3,408
1971,4,3,409
1972,4,3,410
1973,4,3,411
1974,4,3,412
1975,4,3,413
1976,4,3,414
1977,4,3,415
1978,4,3,416
1979,4,3,417
1980,4,3,418
1981,4,3,419
1982,4,3,420
1983,4,3,421
1984,4,3,422
1985,4,3,423
1986,4,3,424
1987,4,3,425
1988,4,3,426
1989,4,3,427
1990,4,3,428
1991,4,3,429
1992,4,3,430
1993,4,3,431
1994,4,3,432
1995,4,3,433
1996,4,3,434
1997,4,3,435
1998,4,3,436
1999,4,3,437
2000,4,3,438
2001,4,3,439
2002,4,3,440
2003,4,3,441
2004,4,3,442
